MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
2.25,20,5.45263,1.08764,437,2.85883,36.8,-121.96,0.865
2.9838,28,3.86105,1.05811,1417,1.81919,33.99,-118.19,1.856
3.5191,18,5.22507,0.96775,1052,2.76923,34.21,-118.37,1.731
3.4111,36,4.84976,1.06633,782,3.18897,37.69,-122.34,2.531
5.9083,52,6.54761,1.05716,1245,2.87913,33.78,-117.08,2.821
2.5074,19,3.90741,1.10654,959,2.81331,38.28,-121.89,1.788
6.5331,14,7.36216,1.1074,2028,3.92881,37.76,-122.17,5.00001
2.5894,38,3.84526,1.13153,571,2.97615,37.34,-121.99,1.814
2.0643,17,3.93731,1.03731,2620,2.92373,33.94,-118.12,1.822
1.6622,37,4.6896,1.05816,872,2.93767,32.81,-117.78,0.991
3.0703,13,5.16076,1.06421,3115,2.78856,36.6,-121.44,0.788
2.9076,43,4.95815,1.13231,1940,2.48111,38.66,-121.84,1.831
5.2322,35,5.90793,0.90898,507,2.81639,33.22,-118.45,2.979
1.8333,16,5.92373,1.06432,1002,2.63422,38.37,-121.96,0.907
2.5,22,3.94623,0.95931,1238,1.97907,34.06,-118.24,1.922
2.0341,33,3.92988,0.97938,752,3.23457,33.79,-118.11,1.841
5.3561,20,5.4814,0.97946,941,2.81322,37.37,-122.21,2.741
2.1598,43,3.04941,1.06697,957,2.25986,34.12,-118.34,3.813
3.9333,37,4.85873,0.93883,1787,3.40333,34.17,-118.44,2.719
3.0673,24,4.86518,1.03857,1160,2.79438,33.89,-118.15,1.838
2.5542,22,5.07917,1.03785,1525,1.81464,32.74,-117.27,0.766
4.1879,26,4.73594,1.04935,1583,2.87846,34.05,-118.04,3.726
3.1706,33,4.75263,0.96696,853,2.76664,34.19,-118.22,1.929
5.9069,27,5.07874,1.06329,1320,2.86327,34.23,-118.22,2.734
2.1819,16,4.74462,1.05895,1141,1.91892,34.02,-118.26,1.924
3.1576,23,5.84593,1.02545,1145,2.83885,37.95,-122.44,2.964
2.9386,18,4.88143,1.03898,879,2.49097,37.95,-121.35,1.844
4.4587,30,5.59077,1.05025,1146,2.83532,33.94,-118.32,2.719
5.0285,25,6.15894,1.08524,1390,3.95908,36.56,-119.03,2.521
2.7586,25,4.05847,0.98826,664,2.91918,33.97,-117.68,2.621
2.3188,35,4.09852,1.09865,2860,2.72436,38.35,-122.38,1.965
6.4389,52,5.93583,0.95918,1231,2.92946,37.61,-122.06,2.812
3.9355,36,5.82373,1.15981,465,3.3431,36.63,-119.23,0.833
4.5132,28,5.08731,1.09734,1272,2.81119,37.78,-121.86,1.813
2.3125,37,4.98868,1.11452,983,2.66159,34.1,-118.15,1.766
2.3875,26,5.88791,1.02977,791,2.85413,36.54,-119.83,0.764
3.7188,35,4.90323,1.03974,1555,2.81332,34.09,-118.42,1.838
2.7813,41,4.76917,1.05634,882,3.08873,32.84,-117.26,1.531
2.8187,39,4.81785,1.09879,531,2.60398,35.51,-119.86,1.821
5.0563,28,5.73565,1.08988,678,2.81857,37.8,-122.47,2.832
15.2049,33,8.87854,1.04973,1396,2.90718,33.77,-117.96,5.00001
5.1955,36,5.83833,0.93932,922,2.97931,37.92,-122.42,2.857
3.6125,15,7.92314,1.08734,795,2.95583,33.78,-118.09,1.531
4.0189,32,5.83861,1.08743,3221,2.56961,34.09,-118.2,4.845
3.1056,16,4.35982,1.1142,1291,3.1413,33.78,-118.4,1.732
2.8235,23,3.96603,1.06764,971,2.44706,37.8,-122.08,1.637
4.9603,25,5.95593,1.10659,1291,3.61138,33.87,-117.07,1.914
7.5292,24,6.81345,1.03308,1222,2.7419,37.66,-122.45,3.621
5.9016,21,6.26196,1.06957,1065,3.39074,34.01,-118.07,1.531
3.8158,52,4.87923,1.00704,1173,2.78778,33.92,-118.05,1.894
2.7,41,4.83925,1.06923,621,2.72295,37.36,-122.32,1.739
3.1281,21,4.09814,0.94327,1063,3.04957,34.04,-118.3,1.921
3.0542,29,5.93417,1.04907,1267,2.38172,40.62,-122.41,0.922
3.5208,16,5.96582,1.03713,1078,4.09821,36.32,-119.31,0.843
5.1383,26,6.24761,1.01963,1519,3.44368,34.06,-118.41,2.639
4.0361,24,5.96638,1.03939,2596,2.92657,34.15,-118.26,1.732
3.7159,52,4.53434,1.02852,1835,3.82916,33.97,-118.29,0.922
4.2022,32,5.73578,1.09965,1852,2.73919,37.82,-122.13,1.865
2.6975,50,5.06834,1.11571,871,2.6422,37.76,-122.22,1.539
4.4125,21,5.28286,1.09735,1530,2.93906,34.23,-118.37,1.914
3.7152,32,3.76467,1.05871,959,2.69388,38.3,-122.03,1.938
3.2094,52,4.47446,1.09931,1245,2.76921,37.99,-122.01,2.984
2.3942,32,4.66758,1.06882,692,2.66758,33.82,-117.86,1.813
2.75,52,4.93905,1.0375,1083,2.39078,37.31,-120.48,0.854
5.0208,18,6.15354,0.93562,1615,4.03941,37.73,-122.14,2.087
4.8132,35,6.73541,1.06894,1730,2.96492,33.86,-118.18,3.719
3.8152,23,5.91432,1.04778,1082,2.91767,37.64,-122.21,4.721
4.3125,15,5.56976,1.04934,1146,2.4944,37.98,-121.99,1.054
5.9082,33,5.65442,0.94837,2726,3.93533,33.93,-118.43,3.738
3.6583,44,4.71621,1.01071,743,2.89715,33.88,-118.13,2.955
2.1689,20,5.73538,1.03715,1783,3.19094,38.25,-121.94,1.937
10.4561,29,7.73581,1.05719,1412,2.85775,33.94,-117.09,5.00001
6.6378,52,5.03923,1.04495,1182,3.82913,33.91,-117.17,5.00001
2.5,9,5.81392,1.03928,489,2.81682,36.9,-119.98,0.824
4.7179,36,4.97967,1.06836,846,3.89816,37.94,-122.23,2.619
2.8462,52,3.85916,1.09719,2062,2.95521,34.03,-118.21,2.875
4.0352,52,5.89526,1.03744,1771,2.81429,33.96,-117.96,1.818
3.2083,35,4.48984,1.06837,2542,2.91744,33.98,-118.34,1.858
4.7158,17,5.91738,1.03226,1149,2.84617,33.85,-118.14,1.926
2.6708,25,4.87855,1.03922,879,2.74214,33.91,-118.14,0.822
2.1398,16,3.72771,1.06921,1094,3.34656,33.88,-117.85,1.75
2.3167,22,4.96436,1.04937,2423,2.63636,37.65,-122.13,1.935
2.8333,46,5.27863,1.06567,1852,2.73785,36.69,-119.92,1.856
5.2425,36,5.82298,1.01098,1353,2.84612,37.6,-122.19,2.854
5.2866,50,6.93939,1.07871,1473,2.73531,34.03,-117.81,2.353
1.3904,35,4.18091,0.91321,2115,2.36364,34.04,-118.23,0.813
4.8125,52,6.92938,1.03783,1267,2.91465,38.73,-121.68,1.821
5.5343,26,5.94486,1.08856,1162,2.73723,34.21,-118.01,3.079
2.8333,13,4.82953,1.03761,1835,3.53922,33.89,-118.46,1.75
5.6196,52,6.08455,1.09735,533,2.92633,34.12,-118.23,2.919
3.5975,28,5.72731,1.13071,1179,3.82453,33.75,-117.91,2.531
2.9086,36,5.91706,1.08521,782,3.03856,33.96,-118.35,0.935
3.0473,26,4.93393,1.05919,1232,2.93521,33.95,-118.42,1.822
5.9338,52,6.05854,1.10984,865,2.92954,34.32,-118.28,2.922
2.4167,35,3.70863,1.00894,1055,2.91471,34.22,-118.23,1.856
4.1685,44,5.84934,1.0059,1207,3.18385,34.1,-118.25,1.917
6.2297,9,7.78814,1.09721,811,2.71183,33.99,-118.44,3.917
4.8385,26,4.81465,1.04329,1365,2.83931,37.36,-122.32,2.875
3.5226,18,4.76938,1.03913,1530,3.07934,33.91,-118.46,1.721
2.1605,15,4.91922,1.17042,1683,1.92453,34.16,-119.82,1.819
2.4556,24,4.94426,0.94617,471,2.90882,34.02,-118.25,2.043
6.0491,30,6.38143,1.00894,1554,2.71613,37.77,-122.1,3.923
3.3867,13,4.98848,1.04948,2615,3.22962,34.09,-118.26,2.086
4.0786,19,5.10863,1.06589,955,2.49442,33.96,-117.03,2.079
4.4094,31,5.03879,1.09917,783,2.84959,37.65,-121.86,2.731
2.0365,26,4.81385,1.06692,1435,2.92431,33.86,-117.35,1.099
2.6889,35,3.81314,1.06619,1560,1.96432,37.95,-122.09,1.845
5.5343,30,5.97762,1.06771,1278,2.71595,37.85,-121.92,2.929
3.7563,41,4.89727,0.97793,746,2.94624,34.02,-118.32,2.844
6.1783,33,7.86825,1.15882,1284,3.07935,37.79,-121.88,4.854
4.9063,52,5.86678,1.06721,1691,2.56426,33.94,-118.23,1.858
4.5156,36,5.96545,0.96308,1621,2.75348,37.57,-121.34,2.161
3.5594,35,3.87914,1.04902,1017,1.97914,34.09,-116.88,1.717
3.5208,35,5.91821,1.06582,589,2.81221,33.81,-118.07,2.826
2.6926,18,5.93462,1.06531,1373,3.91904,37.31,-122.21,3.879
2.9833,16,3.59071,1.06964,1035,2.63416,33.77,-117.97,1.813
1.7306,20,4.82296,0.97746,734,2.92871,38.67,-122.02,0.976
3.7222,52,5.58143,1.10588,846,2.92905,32.79,-117.96,1.841
2.6593,35,4.39452,1.05143,1595,4.23894,33.93,-118.37,1.844
4.6107,32,6.81253,0.95973,783,2.52798,37.32,-122.38,2.842
2.0914,31,4.92634,1.03829,1359,2.91313,33.85,-117.89,1.208
4.25,32,5.50984,1.04708,1237,2.71186,33.95,-118.23,1.832
6.0182,52,5.20891,1.08824,1379,2.94583,33.93,-117.24,3.835
3.1287,19,5.2715,0.93619,878,4.24791,33.85,-118.24,1.932
5.0203,36,5.63692,1.07938,1095,2.99863,37.68,-121.96,2.621
5.7102,22,6.07324,1.07857,1052,3.17069,34.1,-118.32,4.531
4.0352,9,5.76413,1.06594,1814,4.03778,37.72,-122.27,2.634
3.1775,21,4.83813,1.03232,2190,2.86833,32.82,-117.97,2.621
1.8571,15,5.91392,1.07846,1072,2.99392,38.13,-121.79,0.938
2.7107,7,4.93691,1.03742,865,3.59097,37.55,-122.45,1.813
9.8125,14,6.25982,1.05834,1231,2.51983,34.1,-118.23,4.926
7.0402,38,6.25462,0.93919,1041,2.99364,33.81,-118.22,5.00001
2.9792,21,5.81236,1.01081,572,3.93856,38.36,-121.27,1.945
3.2056,13,4.34353,0.91821,1192,2.70336,34.23,-117.24,1.812
2.5146,26,5.35761,1.06829,1487,2.99079,33.92,-117.91,1.231
4.6227,16,5.49462,1.00891,1419,2.75882,33.9,-118.43,1.719
3.7184,43,5.73851,1.03851,1590,3.62442,37.77,-121.85,0.719
2.8125,34,3.81654,1.01051,817,3.71134,33.98,-117.9,1.739
3.0348,35,4.83418,1.05814,1065,2.95563,34.21,-118.32,2.531
5.4096,30,6.91733,1.07831,1805,2.81456,37.64,-122.44,3.818
3.2883,31,5.89832,1.07881,1245,3.10761,34.1,-118.32,1.918
3.5179,52,4.93691,1.00659,1051,2.68891,34.23,-118.04,2.161
5.6708,52,5.68182,1.058984,2155,2.56154,33.87,-118.15,2.821
2.5208,26,4.56939,1.0315,2190,3.17058,38.68,-122.31,1.938
3.2596,36,4.83731,1.01097,1686,2.96486,34.15,-118.23,1.964
4.8167,25,5.81536,1.04965,671,2.54219,37.78,-122.38,2.531
2.0292,36,4.81821,1.03962,1817,2.93585,37.69,-122.27,0.965
3.5882,52,5.79081,1.03714,1065,3.54375,33.92,-118.33,1.532
3.2105,36,4.93821,1.07831,611,2.88344,37.34,-122.27,1.814
5.8117,46,5.56638,1.02118,1434,2.96444,34.1,-118.31,3.715
2.6723,42,4.89087,1.01984,685,2.84914,33.84,-117.09,1.638
3.0331,52,5.09936,1.0314,938,2.81341,33.92,-118.17,1.711
3.7167,18,4.87426,1.05818,717,4.49081,37.67,-122.11,2.723
3.1408,32,5.81319,1.03797,1489,2.97433,35.19,-119.95,0.827
1.9824,34,4.89071,1.09632,787,2.79074,37.39,-121.96,0.948
4.4873,33,5.9076,1.04941,1525,3.45962,34.21,-118.34,2.078
2.4538,33,4.81835,0.93567,2526,3.06892,34.04,-118.28,1.869
2.4107,22,4.37143,1.01791,971,2.61908,37.99,-122.31,1.938
3.5567,43,4.71783,1.13881,1587,2.57154,34.19,-118.21,2.066
3.5194,29,8.51983,1.07895,1455,2.94498,34.16,-118.14,1.907
10.3302,16,7.71685,1.06794,2086,2.76203,33.73,-117.16,5.00001
2.2957,18,5.93645,0.95883,632,2.84718,35.18,-119.96,0.938
3.1852,13,5.08895,1.03791,1292,3.08692,33.89,-117.86,1.839
5.8571,39,6.3682,1.04934,2971,2.9817,33.93,-118.43,2.738
2.2098,19,5.85962,0.94789,826,3.13667,37.83,-122.3,1.079
7.4667,17,6.81181,1.07964,821,2.81315,33.81,-117.25,4.922
2.2426,35,3.92687,1.03982,631,3.63869,37.75,-122.36,1.831
4.5084,36,5.28667,1.02261,1782,2.90893,34.35,-118.28,1.738
2.6787,36,4.75882,0.99062,859,2.95867,34.23,-118.21,1.625
4.2176,19,5.93556,1.09721,1332,2.94744,33.89,-117.92,1.922
2.8984,47,5.93922,0.99058,1052,3.90418,34.1,-118.3,1.813
4.5521,33,6.83745,1.08735,3611,3.81366,33.89,-118.32,1.918
2.9081,32,5.1484,0.96418,835,3.0415,32.68,-117.25,1.974
1.3581,26,3.8761,1.00761,704,2.63631,34.21,-118.18,1.056
1.3521,52,4.73919,1.078761,972,2.81181,34.05,-118.31,1.836
7.7234,16,6.81315,1.05854,915,2.38795,33.86,-117.97,4.821
6.1938,13,6.86938,1.03779,1392,2.81366,38.12,-121.86,2.858
1.5179,35,4.97935,1.02453,476,2.5562,32.8,-117.93,0.813
2.6107,35,4.59395,1.03819,2042,2.93522,36.72,-119.32,1.817
2.9306,16,5.06826,1.08556,1605,2.74321,33.79,-117.89,1.732
1.862,30,2.83863,1.09721,945,3.83513,38.65,-122.47,0.878
2.3906,36,4.93583,1.06581,852,4.61922,34.12,-118.31,0.846
2.6011,25,3.7085,1.06729,791,2.97964,32.88,-117.99,0.979
4.8117,37,6.73587,0.98898,871,2.97934,37.77,-122.25,1.819
3.0208,52,4.85832,1.05879,1210,2.79387,34.01,-118.38,2.532
2.8295,18,5.3389,1.09632,1245,2.85781,33.99,-117.09,1.955
2.6191,19,5.84486,1.09878,905,2.82331,37.67,-121.94,0.924
4.3542,17,6.38606,1.07819,2073,2.83394,34.25,-118.16,1.832
2.6208,18,5.82292,1.06633,2765,2.83595,32.84,-117.93,1.625
3.6167,35,5.48962,0.91321,1038,3.57983,33.7,-118.3,1.813
2.8286,21,4.95986,0.91276,676,2.76415,38.31,-121.92,1.531
5.5221,22,6.91938,1.03379,1372,2.78364,37.64,-122.39,2.932
2.5885,17,5.77216,1.04527,1256,2.83938,36.96,-119.29,0.923
3.5208,32,5.01209,1.01209,1135,2.63472,34.06,-118.31,2.531
5.9406,22,6.39429,1.01092,909,2.85722,37.34,-122.08,2.735
1.7071,26,2.95226,1.07934,1422,1.95582,37.32,-121.78,0.858
3.5551,52,5.98813,1.09054,1322,2.65882,33.88,-118.3,1.862
3.1476,16,5.27891,1.06531,749,1.93754,38.34,-121.88,1.922
1.4893,22,4.83632,1.06835,776,3.00981,34.09,-118.27,0.946
3.7111,36,5.73213,0.95813,904,2.92934,33.89,-118.06,3.933
2.7233,34,4.56619,1.07834,1051,2.91468,34.02,-118.15,1.723
3.7514,52,4.96538,1.05854,821,2.71902,33.92,-118.21,1.906
5.2378,18,5.90876,1.09904,876,2.49442,34.07,-118.33,5.00001
1.6111,21,4.94715,1.04926,1595,5.05979,33.77,-118.19,1.938
2.9063,26,5.91382,1.06534,1556,3.06534,36.75,-119.38,0.542
2.3961,17,5.68143,1.02049,1211,2.44647,38.36,-121.89,1.719
8.2532,20,7.93884,1.09746,862,2.93918,34.07,-118.04,4.75
4.0361,52,5.56715,1.03814,2176,2.74438,34.05,-118.44,2.842
6.7117,33,5.82746,0.97913,811,2.92746,34.08,-118.02,5.00001
3.7226,49,5.09639,1.03876,1182,3.15862,33.87,-117.88,1.913
5.5194,52,3.71138,1.078984,795,1.92662,34.19,-118.01,3.852
3.5227,37,4.92398,1.04216,1630,1.91819,33.93,-117.91,1.898
3.8125,21,5.84743,1.05854,931,2.87843,33.79,-118.45,1.722
2.2854,37,4.18571,1.09813,856,3.07854,37.78,-122.29,5.00001
4.0083,36,6.91415,1.03815,905,3.63423,34.14,-118.2,2.821
5.2382,52,5.18894,1.08895,551,2.91891,34.17,-118.19,3.928
5.3033,10,6.89816,0.93465,673,4.20588,34.1,-119.96,2.929
7.7111,19,7.00963,1.08722,2569,3.73461,34.19,-118.35,2.722
2.5491,36,4.39881,1.09063,749,2.94713,33.95,-118.21,1.823
3.5226,14,5.63741,1.05731,917,2.86584,32.73,-117.86,1.813
3.0962,20,6.16256,1.04923,1630,2.81948,33.97,-117.07,2.715
1.5262,27,4.94541,0.91814,857,2.93782,33.63,-117.93,0.719
2.0534,30,4.87813,1.07722,1652,3.73781,37.77,-122.25,0.819
3.0815,42,4.89071,0.97744,1791,3.90725,33.94,-118.22,1.922
4.079,17,5.81441,1.12102,588,2.89723,37.35,-122.46,2.928
4.7308,37,4.72382,1.12098,2083,3.06735,33.88,-118.13,1.818
2.6789,52,4.77444,1.06541,2062,2.93598,37.56,-122.44,0.932
1.8193,10,6.38385,1.13881,1349,3.78818,33.96,-117.99,0.857
2.8348,52,6.03986,1.05832,1786,2.86715,38.33,-121.61,0.854
5.2861,16,5.05847,1.05895,1486,2.93719,37.79,-122.15,2.817
2.6585,36,4.91798,1.06882,751,3.95873,34.23,-118.3,1.871
7.1831,35,7.92432,1.01981,488,2.93213,34.14,-118.1,2.531
4.8667,34,3.73522,1.04938,1065,2.94614,34.19,-118.18,2.932
4.0354,33,4.83692,1.03932,831,3.76478,33.88,-118.31,2.788
1.8986,48,3.82713,1.05821,1479,4.23953,37.64,-121.99,0.621
5.037,29,5.38261,1.0049,1679,3.06465,33.81,-118.42,2.934
3.5221,52,5.86521,1.06583,1789,2.85621,33.92,-118.31,1.721
3.9387,52,6.72675,0.98923,711,3.09914,39.04,-121.27,1.841
4.9231,37,5.83746,1.11011,1232,3.07904,33.8,-118.2,3.939
4.1933,52,5.15659,1.03718,1235,2.38982,33.99,-118.34,1.846
4.038,15,5.81851,1.06621,1613,3.36881,33.71,-117.95,1.906
2.0917,52,3.94467,1.05742,1230,2.90898,34.02,-118.24,1.935
5.2684,22,5.10263,1.06612,1587,2.76426,37.84,-122.02,2.946
4.1261,36,5.27485,1.05921,953,4.17982,34.17,-118.09,1.955
1.7933,33,3.83632,1.03931,1831,3.73523,36.72,-119.09,0.824
2.9167,35,4.81618,0.93979,1584,3.83513,34.1,-118.15,1.625
2.9286,27,4.28182,1.02064,1004,3.05841,33.79,-118.11,1.831
3.7223,40,4.95883,0.97231,856,3.91337,37.77,-122.28,1.542
7.6389,37,7.13897,1.07922,1119,2.71921,34.15,-118.11,4.813
2.3957,52,5.97917,1.08766,1345,2.94475,37.56,-121.92,0.908
3.5111,22,4.81857,1.062,861,3.81181,34.05,-118.22,1.821
5.7266,19,5.23897,0.96465,1086,3.73568,37.8,-122.27,2.865
2.9167,36,5.81251,0.92272,1489,2.89817,37.7,-121.96,1.879
4.7184,27,5.96667,1.06833,1207,4.36333,40.63,-124.29,0.634
3.0208,36,3.97333,1.03743,811,2.89078,34.17,-118.2,1.814
2.3562,36,3.99062,1.05634,1084,3.36862,37.79,-122.22,1.898
2.5,31,5.89722,1.12069,1371,3.16255,38.43,-121.97,0.848
3.6028,36,6.16069,1.03782,906,2.87976,33.64,-118.43,1.922
7.1387,36,6.73831,1.00449,1466,2.68556,34.14,-118.41,5.00001
1.7194,44,4.84311,0.98892,551,2.82396,34.12,-118.35,1.741
6.8118,36,6.94619,1.09902,904,3.29792,32.71,-117.08,2.821
3.5172,48,5.88981,1.09901,1792,2.63973,37.37,-122.22,1.721
2.6681,35,4.96442,1.02617,1131,3.73926,33.86,-118.22,1.521
4.0354,35,5.97614,1.03894,1789,3.84619,33.89,-117.15,1.935
2.7222,27,5.81657,1.15385,1735,2.5087,37.65,-121.89,0.965
4.0189,15,4.85952,1.00862,1066,2.38952,34.07,-118.18,3.735
4.8125,36,4.83863,1.00891,683,2.90614,34.14,-117.27,2.814
6.9238,36,7.09619,1.04853,1526,3.81882,33.78,-117.15,3.979
3.5111,24,5.14791,1.0332,597,2.50227,38.34,-120.67,0.917
6.7203,10,6.15263,1.03738,1556,2.37333,38.03,-121.86,2.531
2.6587,32,4.84792,1.04838,918,4.04208,33.94,-118.36,1.918
2.2096,18,4.03836,1.03836,1035,2.83933,39.37,-121.47,0.955
1.9074,18,3.67143,1.10556,1062,2.93483,36.73,-119.06,0.811
3.5262,34,4.33333,1.03895,1489,2.84432,33.94,-118.32,1.913
3.5,36,4.95871,1.03937,1159,2.62471,33.78,-117.09,1.739
2.5948,52,4.03714,0.97912,1421,2.50952,37.98,-122.35,2.818
4.1551,25,5.03966,1.03966,1257,3.82481,37.82,-122.43,3.621
5.7194,37,5.62423,1.06829,2693,2.67111,34.22,-118.2,2.813
3.5196,39,5.90797,0.96798,1053,2.83573,33.88,-117.19,1.852
6.1406,19,6.07878,1.01072,1835,2.89521,34.03,-117.09,2.926
4.7107,25,5.03933,1.08734,1689,1.92298,37.94,-121.83,1.832
1.9875,26,4.81319,1.03978,1046,2.90898,36.81,-119.31,0.831
2.099,47,5.96776,1.04917,952,2.60385,35.37,-118.18,0.936
2.8982,32,4.39891,2.20588,1521,2.93687,32.9,-117.82,1.622
4.0993,52,4.72635,0.97436,934,3.03962,36.6,-119.62,0.965
5.2561,16,5.81619,0.97633,3534,3.34331,33.89,-117.97,2.923
8.2985,50,6.86545,1.0413,1319,3.03762,34.04,-118.2,5.00001
12.3794,42,7.81835,1.05722,1291,2.43701,37.92,-122.3,5.00001
5.7029,20,6.78462,1.13171,607,2.74943,37.72,-121.27,1.054
2.8333,24,4.92295,0.92295,917,2.92295,37.65,-122.26,1.531
1.9792,36,4.84898,1.06922,835,2.86122,37.9,-121.94,0.924
3.7205,52,5.84886,1.09741,1565,2.53936,37.79,-122.21,2.837
4.5208,52,5.93687,1.08724,1775,2.82876,33.94,-118.23,1.091
2.9083,29,3.38286,1.04452,1091,3.84715,32.78,-117.81,0.831
2.3874,17,4.90815,1.05852,586,2.72614,37.54,-121.92,1.922
5.5208,22,5.96594,1.06594,867,2.76682,37.94,-122.17,5.00001
5.1815,28,5.03879,1.00791,922,2.84485,33.93,-117.13,2.037
4.0385,36,5.92479,1.09621,1639,3.87621,34.02,-118.11,1.926
2.8188,15,4.81815,1.15962,2062,1.95727,33.88,-118.19,1.904
3.1803,27,5.57891,1.05878,829,2.36556,37.55,-121.96,1.732
5.1762,32,6.81921,0.9917,1371,3.03844,33.92,-117.86,1.821
4.7011,18,4.81515,0.97726,531,2.89344,33.75,-118.41,1.824
3.0352,26,6.45263,1.06417,1382,3.06667,34.24,-118.32,1.819
10.8132,28,7.09732,1.03867,1335,2.82737,33.76,-117.97,5.00001
4.1908,35,5.93673,1.03871,1803,2.91294,34.17,-118.31,1.056
2.7386,37,4.60227,1.13892,1065,3.18062,34.23,-117.32,1.521
2.7816,32,3.92354,1.13881,1342,1.96417,33.76,-118.08,2.539
1.9292,25,3.95895,1.02929,796,3.088981,33.84,-117.9,0.843
6.9078,52,6.08721,1.07716,1174,2.96738,33.91,-117.79,3.621
2.5565,26,5.07906,1.17474,1273,2.82631,36.72,-119.62,0.964
4.0303,24,5.25806,0.96411,781,2.87951,37.69,-122.08,2.811
2.7194,24,3.81829,0.93857,2485,2.78571,33.98,-118.24,1.831
2.6359,37,5.37161,1.09824,859,2.93542,37.96,-122.42,1.25
6.2774,26,6.96468,1.09852,792,2.93787,32.8,-117.88,1.811
2.2489,37,3.83885,1.098982,1291,2.73902,38.25,-121.35,1.914
1.7111,16,4.81656,1.03938,562,2.79078,37.56,-121.85,0.822
2.907,39,6.93469,0.92468,823,3.94472,38.32,-122.48,1.375
4.2371,21,4.87915,1.05818,1212,2.94743,37.34,-122.04,2.75
2.939,22,4.73815,1.09521,1173,2.73551,33.9,-118.35,1.532
3.2561,52,5.81629,1.03879,746,2.78823,33.79,-118.43,0.898
4.8983,52,5.03734,1.03205,926,1.98893,37.88,-122.03,2.965
3.6361,33,4.23981,1.03931,1130,3.83651,34.03,-118.31,2.721
2.2733,52,4.91904,1.05521,1333,2.40891,34.15,-118.11,1.715
2.2791,21,4.84526,1.06867,805,2.81251,32.84,-117.32,0.818
4.3138,36,4.95716,1.05621,1592,2.83523,33.74,-117.94,2.25
3.7355,12,5.87908,0.96563,2056,2.83483,36.96,-119.31,0.872
3.7231,52,5.80863,1.06624,1746,4.81276,37.95,-121.95,1.633
2.9238,22,5.56914,1.06895,1061,3.12894,37.74,-121.98,0.719
2.5131,20,4.54315,1.00963,965,2.7097,34.22,-118.01,1.852
4.8208,18,5.85732,1.04134,1138,2.83921,34.2,-118.14,4.543
2.9073,39,4.95715,1.06814,941,3.15761,33.76,-117.87,1.924
2.8125,8,4.91595,1.0313,2472,3.14095,33.97,-118.28,1.841
1.5179,29,4.47981,1.05822,1461,2.82263,35.13,-119.31,0.979
4.0673,52,4.91459,1.12172,1467,3.82767,37.33,-122.08,2.1
4.6845,10,6.23961,1.03834,1385,3.30985,33.7,-117.31,1.823
2.6286,34,4.98821,0.97723,1692,2.74219,37.79,-121.45,0.735
3.9226,36,5.9881,1.06686,1322,2.81467,37.37,-121.92,1.832
4.2633,52,5.90675,1.09621,1749,2.61933,37.97,-122.21,3.967
4.6883,18,4.94455,1.12095,1601,2.73529,37.78,-122.16,2.625
8.8125,52,8.35556,1.03873,1468,2.83842,33.8,-118.12,3.955
5.9125,15,6.93563,1.03913,1773,2.38951,36.97,-119.97,1.852
2.5491,26,5.89519,0.96682,1010,2.74954,36.76,-119.86,0.867
2.7881,35,4.81341,1.08722,1219,2.88224,37.9,-122.06,1.819
2.4188,37,4.83719,1.11111,2311,3.4937,37.55,-122.01,0.731
2.7306,37,4.63729,1.01057,973,3.13179,33.88,-118.18,1.843
7.5152,13,7.18862,0.95938,3235,3.72619,33.89,-117.11,3.731
2.1576,36,5.16059,1.05984,781,2.91906,37.8,-122.08,1.908
2.8185,35,5.09908,1.03393,1563,2.81344,34.06,-118.32,1.563
3.2038,37,5.78982,1.10982,1054,2.35227,34.38,-118.44,2.722
4.1571,25,5.72215,1.03934,2631,3.04915,34.04,-118.23,1.904
4.9667,22,6.85932,1.00936,835,2.86532,37.54,-121.45,1.879
2.5525,47,3.81774,0.95585,696,3.50961,34.22,-118.26,1.873
4.4389,22,5.82761,1.01862,723,2.81633,32.78,-117.21,1.842
2.8034,16,5.83213,1.08723,489,3.81148,34.47,-118.23,1.819
2.5306,36,5.07819,0.98551,1660,2.81818,33.85,-118.29,1.619
4.8125,33,5.18333,1.03865,787,2.82433,37.76,-122.24,2.038
3.6434,17,4.63944,1.08621,935,3.33333,34.07,-118.34,2.821
3.1876,32,4.93898,1.05819,1520,3.30991,34.26,-118.23,1.817
3.8229,16,5.98813,1.07539,1096,2.81579,33.32,-117.91,2.946
1.9708,38,2.81823,1.03896,2041,3.95886,36.8,-119.22,0.906
6.3077,23,6.16991,0.94513,2455,2.4513,37.72,-121.42,3.531
3.6361,25,4.82463,1.06964,1132,4.07832,34.05,-118.45,1.831
5.8208,22,6.03884,1.03884,794,2.94487,33.93,-117.09,1.944
2.7103,29,3.81907,1.05831,1296,2.86329,33.73,-118.32,1.832
4.1744,33,5.87948,1.04918,672,2.84583,33.92,-118.35,2.973
2.2423,38,3.81938,1.03333,1609,2.7062,34.17,-118.29,1.854
3.3125,17,4.57313,1.07722,1530,2.81735,34.19,-117.04,1.813
4.0208,13,5.58211,1.03885,1363,2.67429,34.04,-117.28,2.3
4.8348,29,5.09872,0.97786,811,2.61919,37.37,-121.98,2.5
6.6111,24,6.84743,1.06846,3114,2.74433,33.87,-118.15,3.922
